Permit,Worktype,IssuedTo,Date,year,Address,Parcel,Units,Legal,Valuation
R22-2127,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"2143 CHURCHILL DRIVE, Anchorage, Alaska",124335000,0,HUNTINGTONPARK #1 BLK   2 LT 10B  G:1528,"18,456.00"
R22-2128,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"1152 NORTHPOINTE BLUFF, Anchorage, Alaska",302130000,0,NORTHPOINTE BLUFF BLK   1 LT 16 NORTHPOINTE BLUFF PLANNED COMM G:1132,"32,235.00"
R22-2129,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"13700 JARVI, Anchorage, Alaska",1815109000,0,SUNSET MANOR #2 BLK   6 LT  4  G:2932,"10,316.00"
R22-2130,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"6900 CRAWFORD STREET, Anchorage, Alaska",1108408000,0,TERRACE ONTHE LAKE BLK   4 LT  5  G:2125,"29,605.00"
R22-2131,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"6500 DOWNEY FINCH, Anchorage, Alaska",1523451000,0,ALPINE WOODS BLK   6 LT 10  G:2738,"38,662.00"
R22-2156,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,2022,"3409 WYOMING, Anchorage, Alaska",1009706000,0,WOODLAND PARK #2 BLK   7 LT 25  G:1628,"23,366.00"
R22-2157,BldgAlter,RENEWABLE ENERGY SYSTEMS,7/31/22,2022,"2943 CAPTAIN COOK ESTATES, Anchorage, Alaska",1002253000,0,CAPTAIN COOK ESTATES LT  12  G:1628,"31,877.00"
R22-2198,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2022,"15741 STANWOOD, Anchorage, Alaska",2050229000,0,SOUTHPARK #2 BLK   3 LT 31  G:3236,"27,000.00"
R22-2199,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,7/31/22,2022,"2620 PORTER PLACE, Anchorage, Alaska",416333000,0,ANCHOR PARK BLK   3 LT  7  G:1534,"25,000.00"
R22-2244,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"12931 MICHAEL STREET, Anchorage, Alaska",1740109000,0,MOUNTAIN SHADOWS BLK   1 LT  9  G:2841,"11,140.00"
R22-2246,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"2201 FOREST PARK, Anchorage, Alaska",117507000,0,PARK LANE LT   4  G:1528,"8,059.00"
R22-2247,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"5654 YUKON CHARLIE LOOP, Anchorage, Alaska",1131256000,0,WESTPARK ADDN 5 BLK  10 LT 16  G:2223,"10,707.00"
R22-2248,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"6201 BUBBLING BROOK, Anchorage, Alaska",1549205000,0,SHADOWBROOK LT   4  G:2638,"15,268.00"
R22-2249,BldgAlter,ALASKA SOLAR LLC,7/31/22,2022,"7100 MONTAGNE, Anchorage, Alaska",4103139000,0,ATELIER #1 BLK   3 LT  3  G:2142,"16,276.00"
R22-2334,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,2022,"12930 LINDSEY, Anchorage, Alaska",1735285000,0,KEMPTON PARK BLK   1 LT  8  G:2834,"24,975.00"
R22-2357,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,2022,"W 720 19TH, Anchorage, Alaska",218403000,0,CENTER BLK   3 LT  6  G:1430,"22,584.00"
R22-2378,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,2022,"9000 SAHALEE, Anchorage, Alaska",1504410000,0,SAHALEE BLK   1 LT 21  G:2336,"17,503.00"
R22-2379,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,2022,"5412 SKYLARK AVENUE, Anchorage, Alaska",1111295000,0,M-W BLK   2 LT  2A  G:2224,"29,489.00"
R22-2398,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,2022,"4715 BLUE HERON CIRCLE, Anchorage, Alaska",1504458000,0,SAHALEE PH4 BLK   1 LT 29  G:2336,"58,960.00"
R22-2412,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,2022,"W 3224 29TH, Anchorage, Alaska",1004209000,0,TURNAGAIN SOUTH BLK   2 LT  6  G:1626,"15,872.00"
R22-2457,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,2022,"6242 GREEN TREE, Anchorage, Alaska",1534153000,0,VALLI VUE ESTATES #2 BLK   4 LT 10  G:2538,"26,000.00"
R22-2463,BldgAlter,RENEWABLE ENERGY SYSTEMS,8/31/22,2022,"7900 DOWNHILL CIRCLE, Anchorage, Alaska",1509213000,0,PROSPECT HEIGHTS #1 BLK   6 LT  3  G:2440,"25,369.00"
R22-2465,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/22,2022,"3106 PLEASANT DRIVE, Anchorage, Alaska",1225109000,0,SHADY BIRCH BLK   2 LT  1A  G:2226,"23,000.00"
R22-2533,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,2022,"E 3255 150TH, Anchorage, Alaska",1829212000,0,T12N R3W SEC 33 LT 152  G:3134,"41,062.00"
R22-2534,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,2022,"3734 MOUNT BLANC, Anchorage, Alaska",324517000,0,GENEVA WOODS BLK   2 LT 10  G:1732,"27,291.00"
R22-2537,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,2022,"8430 BARNETT DRIVE, Anchorage, Alaska",1221378000,0,CASCADE HEIGHTS LT   6  G:2229,"17,000.00"
R22-2538,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,2022,"7631 GRIFFITH STREET, Anchorage, Alaska",1509259000,0,PANORAMA TERRACE BLK   2 LT  9  G:2440,"6,000.00"
R22-2565,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,2022,"1305 ATKINSON, Anchorage, Alaska",616748000,0,NUNAKA VALLEY BLK   C LT  7  G:1438,"15,527.00"
R22-2593,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,2022,"5085 HERITAGE HEIGHTS, Anchorage, Alaska",1522147000,0,CROSS VIEWESTATES BLK   1 LT  4  G:2737,"54,000.00"
R22-2595,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/22,2022,"1982 BRANDILYN, Anchorage, Alaska",1617404000,0,BROOKWOOD NORTH BLK   1 LT  7  G:2733,"32,500.00"
R22-2597,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/22,2022,"4699 BLUE HERON CIRCLE, Anchorage, Alaska",1504459000,0,SAHALEE PH4 BLK   1 LT 30  G:2336,"25,511.00"
R22-2667,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"5810 MILEY, Anchorage, Alaska",616325000,0,NUNAKA VALLEY BLK   Q LT  6  G:1438,"13,792.00"
R22-2668,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"8001 WHITE DRIVE, Anchorage, Alaska",1509343000,0,CONIFER HEIGHTS BLK   1 LT  7  G:2440,"26,280.00"
R22-2669,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"14100 JARVI, Anchorage, Alaska",1820430000,0,SUNSET HILLS WEST BLK   3 LT 17B  G:3032,"15,340.00"
R22-2670,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"6140 AZALEA DRIVE, Anchorage, Alaska",1712140000,0,SEA TURN BLK   2 LT 16  G:3138,"11,204.00"
R22-2671,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"4125 PTARMIGAN TERRACE, Anchorage, Alaska",1833214000,0,T12N R3W SEC 33 LT 251  G:3135,"34,960.00"
R22-2672,BldgAlter,ALASKA SOLAR LLC,9/30/22,2022,"W 1112 15TH, Anchorage, Alaska",109410000,0,SOUTH ADDITION BLK  44B LT4  G:1429,"21,064.00"
R22-2708,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,2022,"2925 KIMBERLIE, Anchorage, Alaska",803146000,0,PAUL W SMITH LT   3  G:1734,"32,968.00"
R22-2717,BldgAlter,RENEWABLE ENERGY SYSTEMS,10/31/22,2022,"5834 SAPPHIRE LOOP, Anchorage, Alaska",624502088,0,SUMMER STONE LOT 1 SUMMER STONE TOWNHOMES G:1538,"18,759.02"
R22-2743,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,2022,"11650 SUNCREST, Anchorage, Alaska",1911355000,0,SUNCREST #1 LT  10  G:2728,"21,000.00"
R22-2750,BldgAlter,RENEWABLE ENERGY SYSTEMS,10/31/22,2022,"8206 SKYHILLS, Anchorage, Alaska",1112218000,0,SKYHILLS PH 1 BLK   1 LT  7  G:2222,"26,607.00"
R22-2757,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/22,2022,"1830 EVANGELINE LANE, Anchorage, Alaska",113119022,0,ATWOOD ESTATES TR   A-1 ATWOOD ESTATES G:1427,"27,000.00"
C22-2181,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,12/31/22,2022,"E 2000 DOWLING, Anchorage, Alaska",1402113007,NA,DOWLING LT  45 2000 DOWLING PLAZA G:2033,"35,000.00"
C23-1008,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,1/31/23,2023,"3510 SPENARD, Anchorage, Alaska",1010345000,NA,SPENARDIA LT   2  G:1629,"91,800.00"
R23-1103,BldgAlter,RENEWABLE ENERGY SYSTEMS,2/28/23,2023,"1830 REBEL RIDGE, Anchorage, Alaska",620408000,1,FOOTHILLS EAST BLK   1 LT  8  G:1441,"16,800.00"
R23-1104,BldgAlter,RENEWABLE ENERGY SYSTEMS,2/28/23,2023,"6831 JOSEPH STREET, Anchorage, Alaska",1211230000,1,BARNAN #2 BLK   1 LT 27  G:2129,"25,185.00"
R23-1142,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"3918 WESLEYAN, Anchorage, Alaska",515213000,1,CASTLE HEIGHTS BLK   1 LT 13  G:1737,"16,320.00"
R23-1143,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"16920 TIDEVIEW, Anchorage, Alaska",2009148000,1,THE VILLAGES TIDE VIEW LT   4  G:3336,"20,276.00"
R23-1144,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"8650 BARNEY CIRCLE, Anchorage, Alaska",1425253000,1,YOUNG MEADOWS LT   7  G:2334,"15,511.00"
R23-1145,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"7020 FOOTHILL, Anchorage, Alaska",622318000,1,INDIAN HILLS #3 BLK   5 LT 31  G:1439,"14,247.00"
R23-1146,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"7841 PORT ORFORD, Anchorage, Alaska",1509326000,1,CONIFER HEIGHTS BLK   2 LT 11  G:2440,"27,610.00"
R23-1147,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"15000 EVERGREEN RIDGE, Anchorage, Alaska",1711280000,1,FOREST RIDGE BLK   1 LT  7  G:3137,"37,459.00"
R23-1150,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"8673 DRY CREEK, Anchorage, Alaska",1129158083,1,SONOMA GLEN AT WESTPARK TR   1F SONOMA GLEN PH 32 G:2323,"19,962.00"
R23-1151,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"11641 WAGNER, Anchorage, Alaska",1528232000,1,THOMAS L BOYLE BLK   1 LT  1B  G:2734,"33,908.00"
R23-1152,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"1946 COMMODORE DRIVE, Anchorage, Alaska",1606433000,1,COMMODORE PARK BLK   4 LT 22A-1  G:2533,"22,810.00"
R23-1153,BldgAlter,ALASKA SOLAR LLC,2/28/23,2023,"9071 CATHEDRAL PLACE, Anchorage, Alaska",1431175000,1,SOUTH MOUNTAIN MEADOWS #1 BLK   5 LT  3  G:2335,"22,810.00"
R23-1272,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"E 5531 112TH, Anchorage, Alaska",1552125000,1,T12N R3W SEC 22 LT  30  G:2637,"24,709.00"
R23-1273,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"232 EAST 10TH AVENUE, Anchorage, Alaska",213614000,1,THIRD ADDITION BLK  13 LT  3  G:1331,"17,146.00"
R23-1274,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"4110 TAZLINA, Anchorage, Alaska",121224000,1,TAZLINA BLK   2 LT  3  G:1525,"22,780.00"
R23-1275,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"11090 HIDEAWAY LAKE, Anchorage, Alaska",1547124000,1,HIDEAWAY LAKE BLK   1 LT  7A  G:2640,"25,268.00"
R23-1276,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"W 1351 25TH, Anchorage, Alaska",125512000,1,CLAYTON BLK   1 LT 12A  G:1529,"13,218.00"
R23-1278,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"2317 TURNAGAIN, Anchorage, Alaska",118427000,1,TURNAGAIN HOMES BLK   L LT 27  G:1527,"28,336.00"
R23-1279,BldgAlter,ALASKA SOLAR LLC,3/31/23,2023,"14530 ECHO CANYON, Anchorage, Alaska",4208127000,1,BEEDE BLK   1 LT  9  G:3043,"26,439.00"
R23-1438,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,4/30/23,2023,"E 4041 66TH, Anchorage, Alaska",1407654000,1,CAMPBELL HEIGHTS BLK   5 LT 30A  G:2035,"18,000.00"
R23-1439,BldgAlter,ALASKA SOLAR LLC,4/30/23,2023,"1902 ALEUTIAN, Anchorage, Alaska",414438000,1,CITY VIEW #2 BLK   4 LT 26  G:1434,"22,383.00"
R23-1557,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,2023,"5558 YUKON CHARLIE LOOP, Anchorage, Alaska",1131249000,1,WESTPARK ADDN 5 BLK  10 LT  9  G:2223,"29,125.00"
R23-1623,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/23,2023,"2321 YORKTOWN, Anchorage, Alaska",1623459000,1,INDEPENDENCE PARK BLK   6 LT 24  G:2533,"19,200.00"
R23-1624,BldgAlter,RENEWABLE ENERGY SYSTEMS,5/31/23,2023,"13905 MULLIGAN ROAD, Anchorage, Alaska",1809241000,1,T12N R3W SEC 27 LT  61B  G:2936,"29,757.00"
R23-1699,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"6700 FERNHILL, Anchorage, Alaska",1709131000,1,PRATOR BLK   8 LT  4  G:3039,"10,551.00"
R23-1701,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"4140 VISCOUNT CIRCLE, Anchorage, Alaska",1114216000,1,BRENTWOOD VILLAGE LT  24  G:2225,"26,510.00"
R23-1702,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"1503 KEPNER, Anchorage, Alaska",616709000,1,NUNAKA VALLEY BLK   B LT 37  G:1438,"13,664.00"
R23-1703,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"8021 RESURRECTION, Anchorage, Alaska",723171000,1,CHUGACH FOOTHILLS BLK   2 LT 21  G:1741,"14,168.00"
R23-1704,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"19850 VILLAGES SCENIC, Anchorage, Alaska",2031121000,1,"T11N R3W SEC 14 & 15 BOUND ON N. BY THE VILLAGES TR 18
AND THE S. BY TR 20 G:3738","25,918.00"
R23-1705,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"E 3124 16TH, Anchorage, Alaska",413193000,1,THUNDERBIRD TERRACE #1 BLK   1 LT  3  G:1435,"23,959.00"
R23-1706,BldgAlter,ALASKA SOLAR LLC,5/31/23,2023,"1414 GARDEN STREET, Anchorage, Alaska",411322000,1,SAXTON BLK   2 LT 11  G:1434,"16,181.00"
R23-1751,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,2023,"3850 BOEK CIRCLE, Anchorage, Alaska",1416140000,1,BOEKS LT   6  G:2235,"22,644.00"
R23-1752,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,2023,"7701 BERRY CIRCLE, Anchorage, Alaska",1223223000,1,OLYMPIC HEIGHTS LT   1D  G:2227,"18,751.00"
R23-1753,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,5/31/23,2023,"11101 WILDWOOD, Anchorage, Alaska",1515127000,1,SOUTH LAKEWOOD HILLS #1 BLK   6 LT  5  G:2638,"28,627.00"
R23-1814,BldgAlter,LONG SPRING SOLAR LLC,6/30/23,2023,"5300 DE ARMOUN, Anchorage, Alaska",1734127000,1,HOKAMA HEIGHTS #1 LT   5  G:2937,"25,455.00"
R23-1866,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/23,2023,"7501 BEACON HILL, Anchorage, Alaska",1509258000,1,BEACON HILL ESTATES LT   6  G:2440,"26,606.00"
R23-1867,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,6/30/23,2023,"7777 OLD HILLSIDE, Anchorage, Alaska",1707210000,1,SOUTH HILLS BLK   4 LT  1  G:2940,"38,982.00"
R23-1931,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"1801 TALKEETNA, Anchorage, Alaska",414556000,1,CITY VIEW #2 BLK   2 LT  8  G:1434,"15,709.00"
R23-1932,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"6525 MICHIGAN BLVD, Anchorage, Alaska",1515112000,1,SOUTH LAKEWOOD HILLS #1 BLK   1 LT 12  G:2638,"18,732.00"
R23-1933,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"W 1002 15TH, Anchorage, Alaska",109312000,1,MARTIN ANDWELCH (SOUTH ADD) BLK  43A LT1  G:1429,"15,441.00"
R23-1934,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"1437 BIRCHWOOD, Anchorage, Alaska",411325000,1,SAXTON BLK   2 LT  8  G:1434,"10,602.00"
R23-1935,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"2662 LOVEJOY DRIVE, Anchorage, Alaska",416406000,1,ANCHOR PARK BLK   4 LT  6  G:1534,"8,250.00"
R23-1936,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"W 3442 82ND, Anchorage, Alaska",1225231000,1,MCWILLIAMS BLK   1A LT8  G:2226,"12,808.00"
R23-1937,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"2739 INGRA, Anchorage, Alaska",319714000,1,LAMPERT #2 BLK   A LT 11  G:1532,"19,461.00"
R23-1995,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"1825 ALDER, Anchorage, Alaska",414224000,1,SAXTON BLK   7 LT  3  G:1434,"9,109.00"
R23-1996,BldgAlter,ALASKA SOLAR LLC,6/30/23,2023,"E 5200 98TH, Anchorage, Alaska",1507314000,1,WILLIAMSON BLK   2 LT 11  G:2437,"9,109.00"
R23-2304,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"2622 LOVEJOY DRIVE, Anchorage, Alaska",416402000,1,ANCHOR PARK BLK   4 LT  2  G:1534,"4,500.00"
R23-2333,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/23,2023,"4841 RIDGE TOP, Anchorage, Alaska",631182000,1,PINE RIDGE LT   2  G:1537,"22,000.00"
R23-2386,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"7733 REGAL MOUNTAIN, Anchorage, Alaska",712688000,1,CHUGACH MOUNTAIN ESTATES BLK   1 LT 32  G:1740,"14,961.00"
R23-2387,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"4601 MARS, Anchorage, Alaska",1504235000,1,ZODIAK MANOR ALASKA BLK   7 LT 12  G:2336,"21,155.00"
R23-2388,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"W 2705 32ND, Anchorage, Alaska",1003636000,1,WOODLAND PARK LT  14U & LT 15U W2  G:1627,"13,642.00"
R23-2389,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"5915 MUIRWOOD, Anchorage, Alaska",1142315000,1,MUIRWOOD PARK BLK   2 LT 10  G:2123,"16,264.00"
R23-2470,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"16300 SANDPIPER, Anchorage, Alaska",2004280000,1,PTARMIGAN ROOST BLK   2 LT 12  G:3238,"30,559.00"
R23-2471,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"E 2801 16TH, Anchorage, Alaska",411201000,1,SAXTON BLK  10 LT  8  G:1434,"23,959.00"
R23-2472,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"2055 CAMPBELL PLACE, Anchorage, Alaska",919533000,1,WICKERSHAM PARK BLK   2 LT 56  G:1833,"24,939.00"
R23-2486,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,8/31/23,2023,"415 ATLANTIS AVENUE, Anchorage, Alaska",923246000,1,INTERNATIONAL TOWNHOUSE BLK   3 LT  2  G:1930,"12,000.00"
R23-2492,BldgAlter,ALASKA SOLAR LLC,8/31/23,2023,"4801 ZENITH STREET, Anchorage, Alaska",1501418000,1,ZODIAK MANOR ALASKA BLK 13 LT 15  G:2336,"16,181.00"
C23-1923,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"732 O, Anchorage, Alaska",105122000,NA,ORIGINAL BLK 88 LT 5A G:1329,"20,546.00"
C23-1924,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"NA, Anchorage, Alaska",NA,NA,NA,"18,295.00"
C23-1948,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2023,"111 WEST SHIP CREEK AVENUE, Anchorage, Alaska",208651001,NA,ARR 9655 SHIP CREEKCROSSING LT 1 & PTN OF TR A G:1231,"454,772.00"
R23-2610,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"13001 NORAK, Anchorage, Alaska",1736134000,1,MCMAHON #2 BLK 5 LT 4 G:2835,"18,192.00"
R23-2611,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"2346 LOUSSAC, Anchorage, Alaska",118315000,1,TURNAGAIN HEIGHTS BLK D LT 9 G:1527,"22,997.00"
R23-2612,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"300 OCEANVIEW, Anchorage, Alaska",1806347000,1,OCEANVIEW #4 BLK 6 LT 23 G:2831,"31,258.00"
R23-2613,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"2410 OAK DRIVE DRIVE, Anchorage, Alaska",415304000,1,ANCHOR PARK BLK 7 LT 4 P-254 G:1534,"7,518.00"
R23-2624,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2023,"8600 ROSALIND, Anchorage, Alaska",1425320000,1,DORA #3 BLK 3 LT 20 G:2334,"19,880.00"
R23-2625,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2023,"2404 SAINT ELIAS, Anchorage, Alaska",123622000,1,TURNAGAIN HOMES BLK H LT 9 G:1527,"14,935.00"
R23-2658,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2023,"8101 EAST 4TH AVENUE, Anchorage, Alaska",605417000,1,NEVILLA PARK LT 61 G:1241,"19,622.00"
R23-2659,BldgAlter,RENEWABLE ENERGY SYSTEMS,9/30/23,2023,"7731 ISLAND, Anchorage, Alaska",621107000,1,CHESTER VALLEY BLK 1 LT 7 G:1440,"18,999.00"
R23-2669,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,9/30/23,2023,"3140 ADMIRALTY BAY, Anchorage, Alaska",1247503000,1,BAYSHORE WEST #4A BLK 4 LT 3 G:2526,"13,960.00"
R23-2767,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"12104 WOODCHASE, Anchorage, Alaska",1528406000,1,DEVONSHIRE BLK 1 LT 6 G:2734,"13,270.00"
R23-2768,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"2626 COTTONWOOD, Anchorage, Alaska",319318000,1,ROGERS PARK BLK 18 LT 4 G:1532,"20,080.00"
R23-2769,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"6640 LAWLOR CIRCLE, Anchorage, Alaska",1102226000,1,SEELEY ESTATES BLK 1 LT 9 G:2025,"22,364.00"
R23-2770,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"2212 COUNTRY BROOK, Anchorage, Alaska",1252612000,1,SILVERTREE BLK 2 LT 12 G:2228,"22,307.00"
R23-2771,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"2715 KOBUK, Anchorage, Alaska",414349000,1,CITY VIEW #3 BLK 6 LT 23 G:1434,"12,768.00"
R23-2772,BldgAlter,ALASKA SOLAR LLC,9/30/23,2023,"8060 RESURRECTION, Anchorage, Alaska",723128000,1,CHUGACH FOOTHILLS BLK 3 LT 9 G:1741,"31,309.00"
R23-2825,BldgAlter,ALASKA SOLAR LLC,10/31/23,2023,"10301 STROGANOF, Anchorage, Alaska",1513220000,1,KASILOF HILLS BLK   7 LT 15  G:2541,"27,386.00"
R23-2826,BldgAlter,ALASKA SOLAR LLC,10/31/23,2023,"6463 LONE TREE, Anchorage, Alaska",1534117000,1,VALLI VUE ESTATES #2 BLK   3 LT 16  G:2538,"17,807.00"
R23-2832,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/23,2023,"1310 SHORE DRIVE, Anchorage, Alaska",1920105000,1,SKYWAY PARK ESTATES #1 BLK   8 LT  6  G:2829,"36,700.00"
R23-2848,BldgAlter,ALASKA SOLAR LLC,10/31/23,2023,"2241 FOXHALL, Anchorage, Alaska",627220000,1,FOXHALL #1 BLK   1 LT 49  G:1539,"23,234.00"
R23-2894,BldgAlter,ARCTIC SOLAR VENTURES CORPORATION,10/31/23,2023,"9600 SPRING HILL, Anchorage, Alaska",1505161000,1,SPRING HILLS ESTATES BLK   2 LT 10  G:2436,"26,000.00"
R19-2434,BldgAlter,ABS ALASKAN INC,2019,2019,"2621 REDWOOD STREET, Anchorage, Alaska",319424000,NA,ROGERS PARK BLK 17 LT 10 G:1532,"7,434.00"
R19-2435,BldgAlter,ABS ALASKAN INC,2019,2019,"2501 NORTHRUP, Anchorage, Alaska",416352000,NA,ANCHOR PARK BLK 3 LT 26 G:1534,"8,496.00"
R19-2436,BldgAlter,ABS ALASKAN INC,2019,2019,"7623 OLD HARBOR, Anchorage, Alaska",610106000,NA,T13N R3W SEC 13 NE4 SW4 NE4 SW4 PTN (AKA LT 6 CREEKSIDE PARK #2) G:1340,"8,496.00"
R19-2437,BldgAlter,ABS ALASKAN INC,2019,2019,"2420 GLENWOOD, Anchorage, Alaska",319203000,NA,ROGERS PARK BLK 5 LT 3 G:1533,"8,496.00"
R19-2438,BldgAlter,ABS ALASKAN INC,2019,2019,"3026 SHELDON JACKSON, Anchorage, Alaska",321216000,NA,COLLEGE VILLAGE # 1 BLK 11 LT 6 G:1633,"12,272.00"
R19-2479,BldgAlter,ABS ALASKAN INC,2019,2019,"3530 WINGATE, Anchorage, Alaska",323165000,NA,COLLEGE VILLAGE #13 BLK 31 LT 12 G:1632,"10,338.00"
R19-2481,BldgAlter,ABS ALASKAN INC,2019,2019,"E 1840 24TH, Anchorage, Alaska",317208000,NA,ROGERS PARK TERRACE BLK 1 LT 2 G:1533,"10,738.00"
R19-2482,BldgAlter,ABS ALASKAN INC,2019,2019,"2612 GLENWOOD, Anchorage, Alaska",319214000,NA,ROGERS PARK BLK 19 LT 2 G:1533,"7,434.00"
R19-2483,BldgAlter,ABS ALASKAN INC,2019,2019,"2613 GLENWOOD, Anchorage, Alaska",318484000,NA,ROGERS PARK BLK 20 LT 10 N 20' & LT 11 S40' G:1533,"10,738.00"
